num_clicks,num_sessions,avg_session_duration,avg_bags,flight_conversion_rate,hotel_conversion_rate,hotel_discount_usage,flight_discount_usage,last_session_date,days_since_last_session,age,gender,married,has_children,home_country,num_trips,num_flights,money_spent_hotel,time_after_booking,avg_km_flown,avg_nights_per_trip,booking_style,group_k_means,group_dbscan,assigned_perk,engagement_level,travel_type
100,8,94.125,1.0,0.125,0.125,0.125,0.0,19522,762.0,54.0,0,1,0,0,1,2,762.0,4.0,2618.462362173801,6.0,1,0,2,Free hotel meal,Low,Full Package
101,8,94.0,0.0,0.25,0.25,0.125,0.125,19538,746.0,35.0,1,0,0,1,2,4,705.0,8.0,1782.935588846813,2.0,1,1,6,Free cancellation,Low,Full Package
419,8,1101.125,0.4,0.625,0.75,0.5,0.125,19534,750.0,42.0,1,1,1,0,4,6,1236.1,6.333333333333333,3872.355316895139,3.0,1,8,5,Exclusive travel deal email,Low,Full Package
318,8,983.723602125,0.25,0.5,0.5,0.125,0.375,19476,808.0,52.0,1,1,1,1,2,4,447.0,8.0,385.59839050686776,1.5,1,8,5,Exclusive travel deal email,Low,Full Package
126,8,119.0,1.0,0.5,0.25,0.125,0.125,19541,744.0,43.0,1,1,0,0,4,8,1383.0,76.25,4684.897493471022,2.0,0,7,8,Free checked bag,Low,Full Package
127,8,118.0,1.0,0.25,0.25,0.25,0.125,19545,740.0,56.0,0,0,0,1,2,4,649.2,6.5,2138.3980455686524,1.5,1,1,2,Free cancellation,Low,Full Package
59,8,56.0,1.0,0.125,0.125,0.25,0.0,19480,805.0,42.0,1,1,1,0,1,2,165.0,6.0,2403.5430407745216,1.0,1,5,4,Hotel room upgrade,Low,Full Package
139,9,113.88888888888889,0.5,0.4444444444444444,0.3333333333333333,0.2222222222222222,0.3333333333333333,19514,771.0,53.0,1,1,0,1,4,8,119.7,7.75,2133.3076218621604,0.6666666666666666,1,1,7,Free cancellation,Low,Full Package
248,8,851.59355875,0.75,0.5,0.5,0.125,0.5,19517,768.0,32.0,1,0,0,0,2,3,355.0,8.5,2098.1909747595387,2.5,1,8,5,Exclusive travel deal email,Low,Full Package
355,8,1042.75,1.0,0.25,0.375,0.125,0.25,19520,765.0,46.0,1,0,0,0,1,2,950.0,6.0,383.04736325462943,10.0,1,8,5,Exclusive travel deal email,Low,Full Package
105,8,97.125,3.0,0.125,0.0,0.125,0.125,19466,818.0,29.0,0,0,1,0,1,2,0.0,8.0,1060.9488580245406,0.0,1,5,4,Hotel room upgrade,Low,Flight Only
100,8,94.625,0.5,0.25,0.25,0.25,0.25,19499,785.0,35.0,1,0,0,0,2,4,408.0,6.0,4048.0877645008654,1.0,1,5,4,Hotel room upgrade,Low,Full Package
118,9,96.44444444444444,3.0,0.1111111111111111,0.1111111111111111,0.4444444444444444,0.3333333333333333,19538,747.0,38.0,1,1,1,0,1,2,1224.0,223.0,20504.143209543832,12.0,0,7,8,Free checked bag,Low,Full Package
338,8,1031.25,1.0,0.25,0.25,0.25,0.5,19537,747.0,43.0,0,0,0,0,1,0,6720.0,0.0,0.0,12.0,0,8,5,Exclusive travel deal email,Low,Full Package
78,9,64.44444444444444,1.0,0.1111111111111111,0.0,0.1111111111111111,0.0,19535,749.0,36.0,1,1,0,0,1,2,0.0,336.0,16455.388252489083,0.0,0,7,8,Free checked bag,Low,Flight Only
105,8,98.125,0.0,0.0,0.375,0.0,0.125,19508,777.0,27.0,1,0,0,0,3,0,6840.0,0.0,0.0,7.333333333333333,0,2,1,Hotel discount,Low,Hotel Only
41,8,38.0,0.0,0.0,0.0,0.125,0.125,19537,747.0,21.0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,1,4,3,Loyalty points multiplier,Low,None
142,8,131.125,0.3333333333333333,0.375,0.375,0.25,0.375,19549,735.0,54.0,1,0,0,0,3,6,1667.0,6.0,1877.015464621399,2.0,1,6,6,Early booking discount,Low,Full Package
192,8,176.75,0.3333333333333333,0.375,0.25,0.125,0.0,19534,751.0,51.0,1,1,0,0,3,6,999.0,8.0,1321.671711181997,3.0,1,6,6,Early booking discount,Low,Full Package
102,8,95.5,1.0,0.125,0.25,0.0,0.0,19487,797.0,43.0,1,0,0,0,2,2,708.0,9.0,2175.006152558628,3.0,1,5,4,Hotel room upgrade,Low,Full Package
260,8,956.625,1.0,0.25,0.125,0.25,0.125,19476,809.0,69.0,1,1,0,0,0,0,0.0,0.0,0.0,0.0,1,8,5,Exclusive travel deal email,Low,Full Package
118,8,110.625,0.0,0.25,0.25,0.125,0.375,19523,762.0,39.0,1,1,0,1,2,4,1026.0,5.0,1493.4495584275169,2.5,1,1,6,Free cancellation,Low,Full Package
136,8,127.125,0.5,0.25,0.625,0.0,0.5,19538,747.0,41.0,1,1,1,0,5,4,8600.0,4.5,2021.5747115610534,8.8,1,3,0,Flight discount,Low,Full Package
104,8,95.625,0.3333333333333333,0.375,0.375,0.125,0.125,19544,741.0,57.0,1,1,0,0,3,6,1535.0,6.0,2196.6602684170643,2.0,1,6,6,Early booking discount,Low,Full Package
114,8,104.375,0.3333333333333333,0.375,0.375,0.125,0.25,19520,764.0,51.0,1,1,1,0,3,6,1426.0,9.333333333333334,1929.341973733958,2.3333333333333335,1,6,6,Early booking discount,Low,Full Package
107,8,99.375,1.0,0.125,0.125,0.25,0.0,19507,778.0,45.0,1,0,0,0,1,2,594.0,9.0,576.1819985601524,4.0,1,4,3,Loyalty points multiplier,Low,Full Package
122,8,114.125,0.3333333333333333,0.375,0.375,0.25,0.125,19543,741.0,47.0,1,0,1,0,3,5,1310.35,7.666666666666667,1693.1750848546426,4.666666666666667,1,6,6,Early booking discount,Low,Full Package
117,8,109.0,0.6666666666666666,0.375,0.375,0.375,0.0,19557,727.0,55.0,1,1,0,0,3,6,405.6,7.333333333333333,1430.3396297294432,1.3333333333333333,1,6,6,Early booking discount,Low,Full Package
432,8,1115.875,0.16666666666666666,0.75,0.625,0.25,0.125,19555,729.0,47.0,1,0,0,0,4,8,1654.0,7.0,2065.6173157979183,2.3333333333333335,1,8,5,Exclusive travel deal email,Low,Full Package
97,8,91.0,1.0,0.125,0.125,0.125,0.0,19544,741.0,22.0,1,0,1,0,1,2,68.0,5.0,3816.768005261937,1.0,1,4,6,Loyalty points multiplier,Low,Full Package
245,8,418.68018,0.0,0.375,0.625,0.125,0.375,19536,748.0,34.0,1,0,0,0,3,2,2976.0,6.0,1712.0270202241186,10.333333333333334,1,6,0,Early booking discount,Low,Full Package
106,8,98.125,0.6666666666666666,0.375,0.25,0.0,0.25,19542,743.0,37.0,1,1,0,1,3,6,672.0,5.333333333333333,2089.9447020787297,2.0,1,1,6,Free cancellation,Low,Full Package
75,8,70.125,1.0,0.125,0.125,0.0,0.0,19555,729.0,58.0,1,1,0,0,1,2,0.0,9.0,1239.895526663839,0.0,1,0,6,Free hotel meal,Low,Full Package
70,8,65.25,0.0,0.0,0.0,0.125,0.125,19531,754.0,19.0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,1,4,3,Loyalty points multiplier,Low,None
92,8,85.75,0.3333333333333333,0.375,0.5,0.0,0.25,19517,767.0,50.0,1,0,1,0,4,6,3545.0,7.333333333333333,1940.2176416958227,4.0,1,3,0,Flight discount,Low,Full Package
64,8,59.5,0.0,0.0,0.125,0.125,0.25,19549,736.0,33.0,1,0,1,0,1,0,2144.0,0.0,0.0,4.0,0,2,1,Hotel discount,Low,Hotel Only
95,9,79.0,0.0,0.0,0.0,0.0,0.1111111111111111,19548,736.0,18.0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,1,4,3,Loyalty points multiplier,Low,None
294,8,987.375,3.0,0.375,0.25,0.5,0.25,19562,723.0,47.0,1,1,1,1,1,2,577.8,7.0,652.4026067759777,2.0,1,8,5,Exclusive travel deal email,Low,Full Package
87,8,80.125,0.0,0.0,0.125,0.125,0.25,19553,732.0,31.0,1,0,1,0,1,0,3564.0,0.0,0.0,4.0,0,2,1,Hotel discount,Low,Hotel Only
87,8,79.875,0.0,0.125,0.375,0.125,0.125,19440,844.0,54.0,0,1,1,0,3,2,2649.0,8.0,2296.188043393657,4.666666666666667,1,5,4,Hotel room upgrade,Low,Full Package
135,9,110.44444444444444,1.0,0.3333333333333333,0.5555555555555556,0.2222222222222222,0.3333333333333333,19502,783.0,51.0,1,1,1,1,5,6,4770.9,6.666666666666667,2451.7037762897517,4.6,1,1,7,Free cancellation,Low,Full Package
104,8,97.125,1.0,0.125,0.125,0.0,0.0,19518,767.0,45.0,1,1,1,0,1,2,1890.0,5.0,2119.043462511673,10.0,1,0,6,Free hotel meal,Low,Full Package
112,9,92.55555555555556,0.6666666666666666,0.3333333333333333,0.2222222222222222,0.1111111111111111,0.3333333333333333,19522,763.0,41.0,0,0,0,0,3,6,684.0,7.333333333333333,2373.170069640812,2.0,1,6,2,Early booking discount,Low,Full Package
444,8,1127.5,0.5,0.75,0.75,0.125,0.5,19501,784.0,43.0,1,0,0,0,4,8,1202.0,5.75,2395.537474070447,1.5,1,8,5,Exclusive travel deal email,Low,Full Package
146,8,135.75,1.0,0.25,0.375,0.0,0.375,19519,765.0,39.0,1,0,0,0,3,4,815.0,8.5,1877.971150934258,1.3333333333333333,1,6,6,Early booking discount,Low,Full Package
156,8,143.875,0.3333333333333333,0.375,0.375,0.0,0.375,19522,763.0,34.0,1,0,1,0,3,6,2384.0,5.666666666666667,3955.9332424739164,1.6666666666666667,1,6,6,Early booking discount,Low,Full Package
132,8,122.375,0.6666666666666666,0.375,0.375,0.0,0.125,19556,729.0,41.0,1,0,0,0,3,6,1278.0,7.0,2120.372291221796,3.3333333333333335,1,6,6,Early booking discount,Low,Full Package
78,8,72.375,1.0,0.125,0.125,0.25,0.25,19548,737.0,59.0,1,0,0,0,1,2,1166.0,7.0,2501.8639303522496,11.0,1,6,6,Early booking discount,Low,Full Package
71,8,66.25,0.0,0.0,0.125,0.0,0.125,19550,734.0,27.0,1,0,0,0,1,0,2964.0,0.0,0.0,13.0,0,2,1,Hotel discount,Low,Hotel Only
101,8,95.25,1.0,0.375,0.375,0.0,0.125,19512,773.0,52.0,1,1,0,1,3,6,1399.0,9.333333333333334,2642.5505977128146,1.0,1,1,6,Free cancellation,Low,Full Package
109,8,101.375,0.5,0.5,0.5,0.125,0.0,19512,773.0,46.0,1,1,0,1,4,6,450.0,7.5,1557.1521505812268,0.75,1,1,0,Free cancellation,Low,Full Package
155,8,143.25,1.0,0.25,0.5,0.0,0.375,19491,794.0,54.0,1,1,0,0,4,4,6424.0,6.5,2243.84321920388,3.75,1,5,4,Hotel room upgrade,Low,Full Package
121,8,113.625,0.5,0.25,0.125,0.0,0.125,19496,789.0,45.0,1,1,1,0,2,4,246.0,6.5,1372.4273359330314,2.0,1,5,4,Hotel room upgrade,Low,Full Package
126,8,116.75,0.5,0.5,0.5,0.125,0.0,19556,728.0,56.0,1,1,0,1,4,7,609.0,6.25,2008.7900179658168,2.0,1,1,0,Free cancellation,Low,Full Package
99,8,92.25,0.5,0.25,0.125,0.0,0.375,19555,730.0,57.0,1,1,1,0,2,4,1052.0,9.0,3204.7988536283824,4.0,1,0,6,Free hotel meal,Low,Full Package
125,8,116.375,0.0,0.375,0.5,0.125,0.125,19504,780.0,33.0,1,1,0,0,4,6,2549.0,6.666666666666667,1211.3015547344212,2.25,1,3,0,Flight discount,Low,Full Package
255,8,235.375,0.6666666666666666,0.375,0.375,0.0,0.0,19512,772.0,46.0,1,1,0,1,3,6,2230.0,5.333333333333333,1733.1181930309951,3.3333333333333335,1,1,0,Free cancellation,Low,Full Package
120,8,111.875,0.0,0.375,0.25,0.125,0.375,19550,734.0,29.0,1,0,0,0,3,6,722.0,7.0,1798.81943592929,3.0,1,6,6,Early booking discount,Low,Full Package
137,8,127.125,0.0,0.25,0.25,0.25,0.25,19555,730.0,33.0,1,0,0,0,2,4,103.55,13.5,2140.334453280422,0.5,1,6,6,Early booking discount,Low,Full Package
115,8,107.0,0.75,0.5,0.5,0.0,0.125,19548,737.0,52.0,1,1,0,0,4,8,1831.0,5.25,1919.723473028128,3.0,1,3,0,Flight discount,Low,Full Package
133,8,122.375,0.75,0.5,0.5,0.0,0.25,19534,751.0,45.0,1,0,0,0,4,7,1792.0,7.5,3121.1765693300104,2.5,1,3,0,Flight discount,Low,Full Package
